title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
The All-In-One Web Development Course,,,,1.0,538,Udemy,85.0,13.0,113.0,18.5,Web Development
Code a Responsive Website Using HTML5 and CSS for Beginners,,,,,1271,Udemy,50.0,136.0,110.0,7.5,Web Development
AngularJS for the Real World - Learn by creating a WebApp,,,,1.0,1407,Udemy,115.0,137.0,69.0,7.0,Web Development
Wordpress Tutorial   ,,,,1.0,2311,Udemy,200.0,8.0,44.0,1.5,Web Development
Create a REAL Social Network like Facebook in PHP + MySQL,,,,1.0,1002,Udemy,45.0,178.0,174.0,16.5,Web Development
Advanced Node.js Development,,,,,2565,Udemy,55.0,32.0,41.0,3.0,Web Development
ASP.NET MVC 5 Project - Facebook Clone,,,,1.0,210,Udemy,30.0,19.0,41.0,5.0,Web Development
Bootstrap For Beginners: A  Basic Introduction,,,,,1186,Udemy,55.0,14.0,9.0,0.6666666666666666,Web Development
jQuery for Beginners,,,,1.0,1421,Udemy,20.0,17.0,36.0,4.0,Web Development
JavaScript Basics For Web Developers,,,,,958,Udemy,20.0,14.0,17.0,1.0,Web Development
Learn PHP from Scratch,,,,,1550,Udemy,50.0,25.0,27.0,1.5,Web Development
Learn Express,,,,,1309,Udemy,25.0,60.0,14.0,1.5,Web Development
"Build A Web App with VueJS, Spring Framework and MongoDB",,,,1.0,251,Udemy,145.0,32.0,25.0,3.5,Web Development
Zend Framework 2: Learn the PHP framework ZF2 from scratch,,,,1.0,723,Udemy,40.0,130.0,37.0,6.5,Web Development
Improved SEO with Rich Snippets and MicroData,,,,,11026,Udemy,0.0,228.0,13.0,1.0,Web Development
X theme for WordPress: Responsive web design without code!,,,,1.0,1318,Udemy,20.0,81.0,55.0,7.0,Web Development
Become a HTML and CSS Developer - Build a Responsive Site,,,,,3894,Udemy,0.0,91.0,29.0,2.0,Web Development
How to Make a Wordpress Website 2017,,,,1.0,12293,Udemy,0.0,235.0,18.0,3.0,Web Development
Install Wordpress,,,,,1447,Udemy,20.0,35.0,7.0,0.6666666666666666,Web Development
CSS Specialist: Comprehensive CSS Training,,,,,487,Udemy,100.0,31.0,52.0,6.0,Web Development
Introduction to Laravel 4,,,,1.0,9110,Udemy,0.0,411.0,22.0,2.5,Web Development
Introduction to Elm,,,,,1519,Udemy,0.0,28.0,20.0,1.0,Web Development
Learn to Freelance with People Per hour  (URDU),,,,1.0,948,Udemy,20.0,48.0,8.0,0.6,Web Development
Learn Wordpress 4 from Scratch : Create Awesome Websites,,,,1.0,2023,Udemy,75.0,8.0,25.0,2.0,Web Development
Amazon Alexa Development: From Beginner to Intermediate,,,,1.0,1858,Udemy,140.0,110.0,52.0,2.5,Web Development
The Build a SAAS App with Flask Course,,,,1.0,2244,Udemy,40.0,365.0,168.0,10.0,Web Development
Learn JSON with JavaScript Objects and APIs in 1 hour,,,,,3619,Udemy,95.0,93.0,19.0,1.0,Web Development
1 Hour JavaScript,,,,,22999,Udemy,200.0,602.0,18.0,1.0,Web Development
Building An E-Commerce Store Using Java Spring Framework,,,,1.0,2743,Udemy,95.0,589.0,61.0,14.5,Web Development
Typescript Masterclass & FREE E-Book,,,,1.0,1229,Udemy,150.0,139.0,108.0,7.5,Web Development
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,,,,1.0,3701,Udemy,100.0,508.0,125.0,10.5,Web Development
JavaScript - Become Higly Paid Front End Developer,,,,,710,Udemy,105.0,137.0,49.0,3.5,Web Development
Object Oriented Programming (OOP) in PHP - Build An OOP Site,,,,1.0,6588,Udemy,20.0,721.0,36.0,2.0,Web Development
Beginners Introduction to Web Development,,,,,7331,Udemy,200.0,55.0,18.0,1.5,Web Development
Django + AngularJS for a Powerful Web Application,,,,,4463,Udemy,95.0,59.0,36.0,5.5,Web Development
WordPress Academy: Learn WordPress step by step,,,,,1873,Udemy,150.0,360.0,79.0,7.5,Web Development
Web Development Essential Skills - Complete HTML and CSS,,,,1.0,1388,Udemy,95.0,11.0,58.0,7.0,Web Development
Byte-Sized-Chunks: Closures in Javascript,,,,1.0,1292,Udemy,20.0,2.0,12.0,2.0,Web Development
Laravel Account Activation Project,,,,1.0,1147,Udemy,50.0,19.0,19.0,2.5,Web Development
WordPress: Create an Amazing Website With Ease,,,,1.0,1109,Udemy,200.0,13.0,24.0,2.5,Web Development
Mastering the Google Chrome Developer Tools,,,,1.0,2002,Udemy,20.0,41.0,31.0,0.6666666666666666,Web Development
Kali Linux Web App Testing,,,,1.0,876,Udemy,75.0,48.0,29.0,3.0,Web Development
Learn Ruby Programming The Easy Way - Lite,,,,1.0,1186,Udemy,20.0,12.0,7.0,0.5666666666666667,Web Development
"Web Scraping with Python, Ruby & import. io",,,,1.0,973,Udemy,75.0,50.0,46.0,4.5,Web Development
Sending email with PHP: from Basic to Advanced,,,,1.0,379,Udemy,40.0,58.0,45.0,2.0,Web Development
WordPress 2016 for Beginners : Build awesome websites!,,,,1.0,2177,Udemy,20.0,13.0,43.0,4.0,Web Development
Learn to make websites with Google's Material Design Lite,,,,1.0,1063,Udemy,20.0,72.0,84.0,5.5,Web Development
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,,,,1.0,1309,Udemy,35.0,74.0,43.0,5.0,Web Development
Complete Python Web Course: Build 8 Python Web Apps,,,,1.0,7489,Udemy,110.0,941.0,173.0,16.0,Web Development
Web Design for Beginners: Real World Coding in HTML & CSS,,,,1.0,9103,Udemy,100.0,1724.0,58.0,9.0,Web Development
Ethereum Developer: Build A Decentralised Blockchain App,,,,1.0,3169,Udemy,195.0,527.0,38.0,3.5,Web Development
The Complete Web Development Course -  Build 15 Projects,,,,1.0,7501,Udemy,200.0,1213.0,384.0,76.5,Web Development
Angular 2 + Rails 5 Bootcamp,,,,,1967,Udemy,150.0,372.0,60.0,9.0,Web Development
Javascript - From Beginner to Pro-Build real world JS apps,,,,,28694,Udemy,195.0,688.0,77.0,11.5,Web Development
Redux in Angular (2 and 4+),,,,,909,Udemy,70.0,16.0,13.0,1.5,Web Development
The complete JavaScript developer: MEAN stack zero-to-hero,,,,1.0,4820,Udemy,75.0,983.0,53.0,11.5,Web Development
Running a Web Development Business: The Complete Guide,,,,1.0,24575,Udemy,150.0,525.0,98.0,19.5,Web Development
Projects In JavaScript & JQuery,,,,1.0,9109,Udemy,60.0,620.0,50.0,9.0,Web Development
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,,,,1.0,18818,Udemy,50.0,407.0,80.0,11.0,Web Development
"Full stack Universal React with Redux, Node js and MongoDB",,,,,1121,Udemy,195.0,174.0,62.0,5.0,Web Development
Creating an MP3 Player with HTML5,,,,1.0,14551,Udemy,20.0,169.0,14.0,1.5,Web Development
Be a Bootstrap Developer from scratch,,,,,5800,Udemy,100.0,185.0,32.0,3.5,Web Development
Create Your First Wordpress Site in Under an Hour,,,,,4867,Udemy,20.0,128.0,12.0,1.0,Web Development
Learn Coding as RF or Telecom Engineer - Build Real Program,,,,,1006,Udemy,25.0,4.0,8.0,2.0,Web Development
Creating FaceBook Design Using Bootstrap - Handson Project,,,,1.0,4616,Udemy,80.0,20.0,19.0,2.0,Web Development
Building HTML5 Canvas projects from scratch,,,,,8968,Udemy,100.0,35.0,25.0,2.0,Web Development
Learn How To Become a Web Developer From Scratch,,,,,7062,Udemy,200.0,72.0,172.0,11.0,Web Development
"Earn Big Profits With Web Development, Simple and Easy!",,,,,3073,Udemy,90.0,27.0,13.0,1.5,Web Development
BDD with Ruby on Rails using RSpec 3 and Capybara,,,,1.0,2706,Udemy,175.0,179.0,103.0,13.0,Web Development
Learn By Example: jQuery,,,,1.0,1702,Udemy,50.0,49.0,78.0,7.0,Web Development
Professional Python Web Development Using Flask,,,,,3420,Udemy,120.0,489.0,102.0,14.5,Web Development
JavaScript HTML CSS Project make a Quiz Tutorial,,,,1.0,7130,Udemy,95.0,39.0,24.0,2.0,Web Development
Voiceover Audio Secrets - Your Way to Top Audio Quality,,,,,918,Udemy,195.0,8.0,39.0,2.5,Web Development
jQuery UI In Depth,,,,1.0,1520,Udemy,25.0,21.0,52.0,10.5,Web Development
Codeless Website Development with Adobe Muse,,,,1.0,461,Udemy,50.0,67.0,46.0,3.5,Web Development
Learn To Build A Google Map App Using Angular 2,,,,,116,Udemy,30.0,12.0,7.0,1.0,Web Development
Learn Reactivex From Ground Up,,,,,207,Udemy,40.0,32.0,32.0,5.0,Web Development
Learn HTML in 59 Minutes - Your intro to front-end dev,,,,,333,Udemy,35.0,15.0,14.0,1.0,Web Development
WordPress Theme Customization 101 (for beginners),,,,,305,Udemy,40.0,40.0,9.0,2.0,Web Development
Supercharging Development With Atom Text Editor,,,,1.0,644,Udemy,20.0,42.0,28.0,1.5,Web Development
Master WCF 4.0 From Scratch Using C#,,,,1.0,415,Udemy,50.0,67.0,53.0,7.0,Web Development
Drupal 7 for Beginners,,,,1.0,926,Udemy,35.0,102.0,37.0,2.5,Web Development
Critical Web Dev Skills & Tools for the Non-Tech Hustler,,,,1.0,3118,Udemy,0.0,8.0,33.0,1.5,Web Development
Install WordPress on Computer using XAMPP,,,,,4290,Udemy,0.0,150.0,15.0,0.6166666666666667,Web Development
Java Web Services Part 2,,,,,959,Udemy,20.0,51.0,74.0,3.0,Web Development
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,,,,1.0,55332,Udemy,195.0,1225.0,144.0,20.0,Web Development
Learn To Create WordPress Themes By Building 10 Projects,,,,1.0,2273,Udemy,60.0,384.0,91.0,16.5,Web Development
The Complete NodeJS Course: Build a Full Business Rating App,,,,1.0,17784,Udemy,195.0,260.0,61.0,12.5,Web Development
Master the MEAN Stack - Learn By Example,,,,,25799,Udemy,195.0,382.0,42.0,4.5,Web Development
First Web Application with Spring Boot,,,,,2865,Udemy,40.0,95.0,32.0,4.0,Web Development
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,,,,,346,Udemy,200.0,28.0,74.0,8.5,Web Development
Backbone Tutorial: Learn Backbonejs from Scratch,,,,1.0,4957,Udemy,90.0,634.0,60.0,5.5,Web Development
AngularJS Custom Directives with Dan Wahlin,,,,1.0,4128,Udemy,75.0,434.0,61.0,6.0,Web Development
Angular 2+ with Typescript - Essential Training,,,,,29348,Udemy,195.0,780.0,66.0,3.0,Web Development
Learn Angular 2 from Beginner to Advanced,,,,,32696,Udemy,195.0,526.0,67.0,10.0,Web Development
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,,,,,3503,Udemy,30.0,123.0,41.0,4.0,Web Development
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,,,,1.0,2354,Udemy,195.0,16.0,45.0,4.0,Web Development
Learning Docker and Kubernetes by Lab,,,,1.0,586,Udemy,30.0,54.0,56.0,5.0,Web Development
Projects in ExpressJS - Learn ExpressJs building 10 projects,,,,1.0,1949,Udemy,50.0,149.0,102.0,15.5,Web Development
PHP For Beginners : Learn PHP From Scratch!,,,,1.0,1825,Udemy,100.0,17.0,58.0,3.5,Web Development
Bootstrap 4.0 New Features: Build Responsive Website,,,,1.0,2296,Udemy,40.0,28.0,14.0,1.5,Web Development
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,,,,1.0,550,Udemy,30.0,97.0,70.0,9.0,Web Development
Professional RESTful API Design using Python Flask,,,,,578,Udemy,120.0,25.0,36.0,4.5,Web Development
HTML5 APIs For JavaScript - A Course For Web Developers ,,,,1.0,7706,Udemy,50.0,62.0,45.0,5.0,Web Development
Learn Python Django - A Hands-On Course,,,,,1339,Udemy,50.0,21.0,18.0,2.0,Web Development
Comprehensive JavaScript Programming,,,,1.0,6760,Udemy,20.0,84.0,27.0,3.0,Web Development
Security for your WordPress site,,,,,1096,Udemy,85.0,8.0,7.0,0.6333333333333333,Web Development
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,,,,1.0,7407,Udemy,50.0,172.0,147.0,20.0,Web Development
Accelerated ES6 JavaScript Training,,,,,5811,Udemy,110.0,850.0,114.0,6.0,Web Development
AWS Serverless APIs & Apps - A Complete Introduction,,,,1.0,2145,Udemy,145.0,166.0,136.0,8.0,Web Development
Python and Django Full Stack Web Developer Bootcamp,,,,1.0,11832,Udemy,200.0,1883.0,191.0,31.5,Web Development
The Complete Elixir and Phoenix Bootcamp,,,,1.0,5279,Udemy,50.0,1375.0,123.0,14.5,Web Development
Build a Real-world App with ASP.NET Core and Angular 2 (4+),,,,,5332,Udemy,190.0,828.0,160.0,10.5,Web Development
REST APIs with Flask and Python,,,,,5151,Udemy,110.0,737.0,115.0,12.5,Web Development
Angular 4 (formerly Angular 2) - The Complete Guide,,,,1.0,73783,Udemy,190.0,19649.0,329.0,22.0,Web Development
Build Websites from Scratch with HTML & CSS,,,,,51257,Udemy,145.0,1955.0,77.0,8.0,Web Development
PHP for Beginners -Become a PHP Master - Project Included,,,,1.0,28880,Udemy,200.0,4316.0,286.0,30.5,Web Development
The Professional Ruby on Rails Developer,,,,1.0,17334,Udemy,100.0,676.0,96.0,17.0,Web Development
The Complete Ruby on Rails Developer Course,,,,1.0,33677,Udemy,195.0,3809.0,283.0,31.5,Web Development
Docker Technologies for DevOps and Developers,,,,1.0,19210,Udemy,30.0,3137.0,44.0,3.0,Web Development
JavaScript programming: JavaScript for beginners,,,,,2215,Udemy,55.0,223.0,74.0,5.0,Web Development
JSON in Action: Build JSON-Based Applications,,,,1.0,1322,Udemy,50.0,171.0,37.0,3.5,Web Development
Learn Ruby Programming The Easy Way,,,,1.0,3485,Udemy,35.0,22.0,19.0,2.0,Web Development
Learn OAuth 2.0 - Get started as an API Security Expert,,,,1.0,2185,Udemy,95.0,283.0,45.0,3.5,Web Development
AngularJS For .Net Developers From Scratch,,,,,2494,Udemy,50.0,303.0,40.0,4.5,Web Development
"Jekyll: make fast, secure static sites and blogs with Jekyll",,,,,2091,Udemy,45.0,86.0,29.0,2.5,Web Development
HTML and CSS BootCamp for Beginners,,,,,1777,Udemy,30.0,35.0,48.0,6.5,Web Development
Hosting Django: Amazon Web Services (AWS) Fundamentals,,,,1.0,2573,Udemy,45.0,103.0,46.0,5.5,Web Development
Angular Advanced MasterClass & FREE E-Book,,,,,228,Udemy,150.0,9.0,72.0,6.5,Web Development
Learn Responsive Web Development from Scratch,,,,1.0,59639,Udemy,0.0,2692.0,24.0,4.5,Web Development
Build WordPress Plugin to extend Beaver Builder,,,,,1705,Udemy,50.0,26.0,17.0,2.0,Web Development
Coding Made Easy: A Beginners Guide To JavaScript,,,,,1950,Udemy,40.0,33.0,16.0,1.0,Web Development
The Complete Developers Guide to MongoDB,,,,1.0,10945,Udemy,150.0,1286.0,129.0,13.5,Web Development
Electron for Desktop Apps: The Complete Developer's Guide,,,,,2606,Udemy,50.0,241.0,77.0,8.0,Web Development
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),,,,1.0,17671,Udemy,190.0,4675.0,329.0,18.0,Web Development
"React JS, Angular & Vue JS - Quickstart & Comparison",,,,,2273,Udemy,160.0,288.0,142.0,8.0,Web Development
The Complete JavaScript Course: Build a Real-World Project,,,,1.0,27801,Udemy,195.0,4340.0,113.0,17.5,Web Development
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,,,,1.0,17297,Udemy,150.0,3166.0,111.0,8.5,Web Development
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,,,,1.0,40070,Udemy,150.0,8341.0,194.0,9.5,Web Development
Meteor and React for Realtime Apps,,,,1.0,6527,Udemy,140.0,1384.0,111.0,9.0,Web Development
The Web Developer Bootcamp,,,,1.0,121584,Udemy,200.0,27445.0,342.0,43.0,Web Development
AngularJS JumpStart with Dan Wahlin,,,,1.0,17802,Udemy,75.0,2144.0,113.0,10.0,Web Development
The Complete Web Developer Course 2.0,,,,1.0,114512,Udemy,200.0,22412.0,304.0,30.5,Web Development
Ultimate Web Designer & Developer Course: Build 23 Projects!,,,,1.0,33788,Udemy,200.0,4434.0,246.0,32.5,Web Development
ExpressJS Fundamentals,,,,,21245,Udemy,0.0,914.0,9.0,1.0,Web Development
REST WCF Service in ASP.NET,,,,1.0,7905,Udemy,0.0,561.0,5.0,0.6833333333333333,Web Development
Projects in Node.js - Learn by Example,,,,1.0,869,Udemy,195.0,99.0,38.0,5.0,Web Development
Building Data Visualizations with D3 and Angular 2,,,,,293,Udemy,125.0,30.0,31.0,3.5,Web Development
Learn Object Oriented PHP By Building a Complete Website,,,,1.0,36322,Udemy,0.0,2618.0,32.0,4.5,Web Development
Web Programming Course : Asp.Net MVC,,,,1.0,2760,Udemy,100.0,76.0,26.0,3.5,Web Development
Learn Spring Framework Practically - Hands On Recipies,,,,1.0,522,Udemy,145.0,50.0,48.0,5.5,Web Development
One-stop Ruby on Rails: Build Web Applications from Scratch,,,,1.0,1628,Udemy,145.0,162.0,129.0,18.5,Web Development
Learn what's new in PHP 7,,,,,12336,Udemy,0.0,271.0,26.0,3.5,Web Development
Dive Into Docker: The Docker Course for Developers,,,,,6437,Udemy,0.0,313.0,22.0,1.5,Web Development
"Basic Concepts of Web Development, HTTP and Java Servlets",,,,,2797,Udemy,35.0,59.0,10.0,1.0,Web Development
The Most Comprehensive Web Development Course,,,,1.0,333,Udemy,200.0,22.0,353.0,42.0,Web Development
Learn and Understand AngularJS,,,,1.0,59361,Udemy,175.0,11580.0,55.0,7.0,Web Development
JavaScript: Understanding the Weird Parts,,,,1.0,79612,Udemy,175.0,16976.0,85.0,11.5,Web Development
Webpack 2: The Complete Developer's Guide,,,,1.0,8964,Udemy,75.0,1893.0,56.0,5.5,Web Development
Build Responsive Real World Websites with HTML5 and CSS3,,,,1.0,43977,Udemy,195.0,7106.0,77.0,12.0,Web Development
ES6 Javascript: The Complete Developer's Guide,,,,,13010,Udemy,80.0,2709.0,68.0,6.5,Web Development
Learn and Understand NodeJS,,,,1.0,58208,Udemy,195.0,11123.0,98.0,13.0,Web Development
Understanding TypeScript,,,,1.0,9132,Udemy,110.0,1560.0,137.0,7.0,Web Development
Advanced React and Redux,,,,,21998,Udemy,140.0,3326.0,119.0,12.0,Web Development
Modern React with Redux,,,,1.0,50815,Udemy,180.0,15117.0,150.0,26.5,Web Development
Angular Styling & Animations (for Angular 2 and Angular 4),,,,,4138,Udemy,120.0,307.0,107.0,6.0,Web Development
The Complete ASP.NET MVC 5 Course,,,,1.0,20652,Udemy,190.0,6357.0,138.0,7.5,Web Development
GraphQL with React: The Complete Developers Guide,,,,,6412,Udemy,150.0,987.0,114.0,13.0,Web Development
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",,,,1.0,2464,Udemy,0.0,17.0,9.0,0.7333333333333333,Web Development
WordPress in under an hour - Create/manage your own website!,,,,1.0,6474,Udemy,0.0,86.0,15.0,1.0,Web Development
Twitter Bootstrap 2 for Beginners,,,,,2388,Udemy,20.0,139.0,12.0,1.0,Web Development
Bootstrap Tutorial - Essentials From Basic to Advanced,,,,1.0,1494,Udemy,195.0,23.0,62.0,7.5,Web Development
Create an Engaging Website with Twitter Bootstrap 2.x,,,,1.0,1463,Udemy,20.0,56.0,24.0,1.0,Web Development
Javascript :basics for beginners,,,,,1057,Udemy,30.0,22.0,12.0,0.6166666666666667,Web Development
CSS Tutorial For Beginners: Style Your Wordpress Templates,,,,,1049,Udemy,35.0,22.0,47.0,3.5,Web Development
HTML5 And CSS3 - Build Modern Responsive Websites,,,,1.0,109,Udemy,175.0,17.0,69.0,9.5,Web Development
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,,,,1.0,2073,Udemy,95.0,24.0,16.0,2.0,Web Development
Web Development: Make A Website That Will Sell For Thousands,,,,1.0,1116,Udemy,50.0,62.0,51.0,7.5,Web Development
WordPress Basics to Business: Share and Sell your Expertise,,,,,1125,Udemy,50.0,10.0,45.0,3.5,Web Development
PHP Zend Framework 2:Creating a CRUD Application,,,,1.0,802,Udemy,40.0,6.0,9.0,0.6333333333333333,Web Development
JavaScript Fundamentals,,,,1.0,4409,Udemy,0.0,71.0,100.0,5.0,Web Development
Building a Website With Jekyll,,,,1.0,686,Udemy,20.0,19.0,21.0,3.0,Web Development
Big Data and Apache Hadoop for Developers - Fundamentals,,,,,1154,Udemy,30.0,89.0,9.0,3.0,Web Development
Wordpress Development : Create a Custom Wordpress Website,,,,1.0,885,Udemy,120.0,3.0,13.0,1.5,Web Development
How to Make a Wordpress Website 2017,,,,,2437,Udemy,0.0,137.0,10.0,0.5666666666666667,Web Development
RESTful Services with ASP.NET Web API,,,,1.0,716,Udemy,85.0,59.0,34.0,2.0,Web Development
Web Hosting Fundamentals,,,,1.0,1867,Udemy,20.0,19.0,8.0,0.6166666666666667,Web Development
Learning Path: React: Make Stunning React Websites,,,,,91,Udemy,200.0,5.0,53.0,6.5,Web Development
Administering Microsoft SQL Server 2012 Databases - 70-462,,,,1.0,586,Udemy,60.0,65.0,98.0,5.5,Web Development
PHP CodeIgniter:CRUD concepts in MVC,,,,1.0,601,Udemy,40.0,4.0,6.0,0.5833333333333334,Web Development
Adobe Experience Manager CMS Basics,,,,,81,Udemy,35.0,14.0,33.0,1.0,Web Development
Introduction to Frontend Web Development For  Beginners,,,,,1018,Udemy,145.0,28.0,48.0,4.5,Web Development
PHP: Complete Login and Registration System with PHP & MYSQL,,,,1.0,1448,Udemy,200.0,173.0,48.0,7.5,Web Development
JavaScript Complete Guide to learning JavaScript,,,,,1296,Udemy,200.0,22.0,72.0,5.5,Web Development
Advanced Scalable Python Web Development Using Flask,,,,,1299,Udemy,120.0,56.0,71.0,14.0,Web Development
jQuery for Absolute Beginners - Lite,,,,1.0,1769,Udemy,20.0,49.0,7.0,0.5833333333333334,Web Development
HTML Complete Course - Beginner to Expert,,,,1.0,20073,Udemy,0.0,615.0,28.0,1.5,Web Development
Cross-Platform Development with ASP.NET Core 1.0 MVC,,,,1.0,601,Udemy,35.0,126.0,64.0,5.5,Web Development
Build a Photo Blog with Ruby on Rails,,,,,2281,Udemy,20.0,32.0,21.0,1.5,Web Development
Practical PHP: Master the Basics and Code Dynamic Websites,,,,1.0,83737,Udemy,0.0,4598.0,45.0,6.5,Web Development
Sass Workflow,,,,,20890,Udemy,0.0,945.0,21.0,3.0,Web Development
Learn PHP Fundamentals From Scratch,,,,,48650,Udemy,0.0,1236.0,9.0,2.0,Web Development
XML For Absolute Beginners: Learn to create your own tags,,,,,1945,Udemy,75.0,58.0,10.0,1.0,Web Development
Joomla: Create a Joomla Website This Weekend With NO CODING!,,,,,18496,Udemy,0.0,386.0,30.0,2.0,Web Development
JavaScript for beginners - A Complete Guide,,,,1.0,1193,Udemy,100.0,87.0,58.0,10.5,Web Development
Laravel Deployment - Launch your Laravel Application Online,,,,,4905,Udemy,0.0,101.0,13.0,1.0,Web Development
WordPress Development Crash Course: From Zero To Hero,,,,1.0,1699,Udemy,60.0,8.0,22.0,2.0,Web Development
Learn how to create a WordPress theme using Pinegrow,,,,,11812,Udemy,0.0,152.0,19.0,2.0,Web Development
Learn to Build Web Apps using Laravel Framework,,,,1.0,746,Udemy,30.0,93.0,39.0,6.5,Web Development
Flexbox: The complete guide,,,,1.0,189,Udemy,35.0,7.0,16.0,1.0,Web Development
How to Safely Copy and Move Your WordPress Website,,,,,1419,Udemy,60.0,38.0,20.0,1.5,Web Development
AngularJs :basics for beginners,,,,1.0,1237,Udemy,45.0,16.0,14.0,1.0,Web Development
JSON For Beginners: A Very Basic Introduction,,,,,1703,Udemy,65.0,27.0,8.0,1.0,Web Development
Learn SASS and improve your CSS,,,,1.0,1849,Udemy,55.0,29.0,24.0,3.0,Web Development
Angular Tutorial For Beginners,,,,,5397,Udemy,0.0,112.0,36.0,2.5,Web Development
HTML and CSS for Absolute Beginners,,,,1.0,4410,Udemy,0.0,52.0,26.0,3.0,Web Development
"JavaScript, jQuery and Ajax",,,,1.0,1554,Udemy,20.0,30.0,60.0,4.0,Web Development
Laravel Blog Development Starter,,,,1.0,4499,Udemy,0.0,138.0,20.0,2.0,Web Development
React: Learn ReactJS Fundamentals for Front-End Developers,,,,1.0,1993,Udemy,55.0,55.0,26.0,4.0,Web Development
JavaScript For Absolute Beginners - Level Two,,,,,424,Udemy,30.0,85.0,9.0,1.0,Web Development
How To Create A Real Estate Website With Wordpress 2017,,,,,3782,Udemy,0.0,32.0,11.0,1.5,Web Development
The Complete HTML5 and CSS3 Course - with 8 Websites Design,,,,1.0,1551,Udemy,30.0,42.0,78.0,7.5,Web Development
Introduction to Modern Programming with PHP,,,,,954,Udemy,20.0,183.0,123.0,16.0,Web Development
HTML Introduction Course: Learn HTML in 2 hours!!!,,,,1.0,7304,Udemy,0.0,368.0,28.0,2.0,Web Development
Learn HTML & CSS: How To Start Your Web Development Career,,,,,15462,Udemy,0.0,689.0,60.0,4.5,Web Development
React vs Angular vs Vue.js by Example,,,,,6958,Udemy,0.0,132.0,30.0,3.5,Web Development
Create WordPress Plugins,,,,1.0,964,Udemy,50.0,19.0,21.0,2.5,Web Development
Build and Deploy a LAMP server on AWS,,,,,3571,Udemy,0.0,18.0,8.0,1.0,Web Development
Build your own Beautiful Blog in WordPress + SEO,,,,1.0,2421,Udemy,200.0,6.0,28.0,3.0,Web Development
AngularJS Authentication: Secure Your App with Auth0,,,,1.0,21689,Udemy,0.0,1080.0,13.0,1.0,Web Development
Learn Bootstrap 4 by Example,,,,1.0,5542,Udemy,0.0,54.0,9.0,1.0,Web Development
Complete WooCommerce Plugin Tutorial For Wordpress 2017,,,,,7922,Udemy,0.0,183.0,16.0,1.5,Web Development
How To Build And Make A Wordpress Website From Scratch 2017,,,,1.0,7055,Udemy,0.0,166.0,24.0,2.0,Web Development
Docker for Developers - Newest Version 1.12 with Swarm Mode,,,,,767,Udemy,95.0,104.0,81.0,5.5,Web Development
Angular Material - Quickstart,,,,,3766,Udemy,0.0,135.0,14.0,0.7,Web Development
HTML and CSS for Beginners - Build a Website & Launch ONLINE,,,,1.0,70773,Udemy,0.0,5660.0,50.0,6.0,Web Development
"Core: A Web App Reference Guide for Django, Python, and More",,,,1.0,2497,Udemy,195.0,98.0,154.0,26.0,Web Development
"JSON with Java APIs, jQuery and JSON REST Web Services",,,,,799,Udemy,95.0,87.0,41.0,6.0,Web Development
Bootstrap 4 Quick Start: Code Modern Responsive Websites,,,,1.0,41478,Udemy,0.0,2104.0,13.0,3.0,Web Development
Learn Symfony 3 framework by practical examples,,,,1.0,867,Udemy,125.0,177.0,48.0,4.0,Web Development
"Complete Web Development with HTML, CSS and Javascript",,,,,2097,Udemy,0.0,16.0,10.0,2.0,Web Development
Web Hosting Introduction: How to Publish Your Website Online,,,,,5533,Udemy,0.0,137.0,11.0,1.0,Web Development
Django For Beginners,,,,,534,Udemy,175.0,16.0,51.0,4.0,Web Development
Introduction to QGIS Python Programming,,,,,197,Udemy,85.0,26.0,28.0,3.5,Web Development
Learning Object-Oriented JavaScript,,,,,533,Udemy,75.0,54.0,23.0,3.0,Web Development
Bootstrap Tutorial for Beginners,,,,,1036,Udemy,20.0,27.0,20.0,2.0,Web Development
Learn Bootstrap3 With Multi Purposes Single Page Layout,,,,1.0,4503,Udemy,0.0,146.0,122.0,21.0,Web Development
HTML for Beginners,,,,,8592,Udemy,0.0,336.0,35.0,2.5,Web Development
How to Build WordPress Themes: A Web Designer's Guide,,,,,183,Udemy,165.0,30.0,47.0,5.5,Web Development
XML DTD :basics for beginners,,,,1.0,903,Udemy,35.0,3.0,7.0,0.55,Web Development
Learn to make an HTML 5 website with a video background,,,,1.0,1236,Udemy,80.0,18.0,14.0,0.5,Web Development
Learn Authentication With ASP.NET Identity Security 2017,,,,1.0,305,Udemy,50.0,45.0,13.0,2.0,Web Development
HTML and CSS Foundations,,,,,1544,Udemy,0.0,15.0,29.0,1.0,Web Development
